normalization,accuracy,macro_f1,weighted_f1,best_epoch,SEED_SNN_MODE,SEED_SPLIT_MODE,cnn_snn_config,per_class_recall
per_subject_per_channel,0.6907287369868396,0.6936571429888708,0.6956538943564392,2,cnn_snn,subject,"{""learning_rate"": 0.001, ""dropout"": 0.3, ""beta"": 0.95, ""class_weight"": ""balanced"", ""epochs"": 100}","{""Negative"": 0.8342261904761905, ""Neutral"": 0.5507246376811594, ""Positive"": 0.6854700854700855}"
