SEED_SNN_MODE,learning_rate,dropout,beta,class_weight,epochs,num_steps,best_epoch,accuracy,macro_f1,weighted_f1,val_macro_f1,is_best
cnn_snn,0.001,0.2,0.95,,100,10,2,0.46984875270084464,0.47384818420162417,0.47550627270450013,1.0,False
cnn_snn,0.001,0.2,0.95,balanced,100,10,2,0.43174229031624434,0.42846522491182276,0.42892974287860763,1.0,False
cnn_snn,0.001,0.3,0.95,,100,10,3,0.4278137890394814,0.41740060924639044,0.4165127728861254,1.0,False
cnn_snn,0.001,0.3,0.95,balanced,100,10,2,0.48791985857395404,0.49121375796164585,0.4920973328243282,1.0,True
cnn_snn,0.0005,0.2,0.95,,100,10,2,0.4391082302101748,0.42655362828581705,0.4264186945832283,1.0,False
cnn_snn,0.0005,0.2,0.95,balanced,100,10,2,0.43576900412492636,0.4326024386873659,0.4331488402755653,1.0,False
cnn_snn,0.0005,0.3,0.95,,100,10,3,0.47043802789235906,0.46944491492852425,0.47081042602631806,1.0,False
cnn_snn,0.0005,0.3,0.95,balanced,100,10,2,0.4467688076998625,0.42523366926328476,0.42459647182179294,1.0,False
